,age,workclass,fnlwgt,education,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,income
29082,26,4,176981,0,1,0,3,4,0,0,0,50,38,0
29083,17,3,117549,5,1,11,2,2,0,0,0,12,38,0
29084,64,3,254797,1,0,3,0,4,1,0,0,40,38,0
29085,51,3,133336,3,0,12,0,4,1,0,0,40,38,1
29086,28,5,182826,3,0,9,0,4,1,0,0,35,38,0
29087,51,3,136224,0,2,0,1,4,0,0,0,40,38,0
29088,39,5,134475,0,2,0,1,4,1,0,1762,40,38,0
29089,48,3,272778,1,2,7,4,4,0,0,0,32,38,0
29090,44,3,279183,1,0,7,3,4,0,0,0,40,38,1
29091,47,3,110243,5,0,7,0,4,1,0,0,40,38,0
29092,52,3,202071,3,3,2,3,4,0,0,0,40,38,0
29093,58,3,197642,1,1,0,1,4,0,0,0,39,38,0
29094,19,3,125591,5,1,7,1,4,0,0,0,40,38,0
29095,40,3,197462,0,0,12,0,4,1,0,0,40,38,1
29096,23,3,238831,1,1,0,3,4,1,0,0,40,38,0
29097,31,3,182177,0,0,7,0,4,1,0,0,40,40,0
29098,40,1,240504,1,0,3,0,4,1,0,0,40,38,1
29099,48,4,125892,1,0,11,0,4,1,0,0,38,38,1
29100,46,3,154430,4,2,3,1,4,0,0,0,50,38,1
29101,32,3,207685,3,0,5,5,2,0,3908,0,40,38,0
29102,50,3,222020,3,0,2,0,4,1,0,0,40,38,0
29103,18,3,243240,3,1,6,1,4,1,0,0,37,38,0
29104,26,3,158734,4,1,3,1,4,0,0,0,30,38,0
29105,36,3,257691,0,1,11,1,4,0,0,0,20,38,0
29106,26,3,144483,1,2,11,3,4,0,594,0,35,38,0
29107,19,3,209826,1,1,11,3,4,0,0,0,15,38,0
29108,53,3,30244,1,0,3,0,4,1,15024,0,40,38,1
29109,54,3,133050,1,1,11,1,2,1,0,0,41,38,0
29110,29,3,138332,1,0,0,3,4,0,0,0,6,38,0
29111,81,3,201398,4,3,9,4,4,1,0,0,60,41,0
29112,37,3,526968,4,1,9,1,4,0,0,0,38,38,1
29113,40,3,79036,1,2,13,1,4,1,0,0,50,38,1
29114,36,3,240323,1,3,0,4,2,0,0,0,40,38,0
29115,18,3,270544,5,1,0,3,4,0,0,0,30,38,0
29116,44,6,199551,5,2,12,1,2,1,0,0,40,38,0
29117,36,3,231052,3,2,7,4,2,0,0,0,35,38,0
29118,69,6,203072,2,0,9,0,4,1,0,0,50,38,1
29119,17,3,126771,5,1,9,3,4,1,0,0,7,38,0
29120,38,3,31848,1,0,2,0,4,1,0,0,40,38,1
29121,27,3,328981,3,1,6,4,2,1,0,0,40,38,0
29122,52,3,159670,1,0,3,0,4,1,0,0,40,38,0
29123,24,3,450695,1,1,11,1,4,1,0,0,35,38,0
29124,57,3,182028,0,0,3,5,4,0,0,0,40,38,0
29125,19,3,349620,5,1,6,3,4,0,0,0,40,38,0
29126,38,3,161066,3,2,2,1,0,1,0,0,50,38,0
29127,46,3,213611,5,1,8,4,4,0,0,1594,24,12,0
29128,21,3,548303,3,0,9,3,4,1,0,0,40,25,1
29129,29,3,150861,1,1,0,1,4,0,0,0,40,23,0
29130,33,8,335625,1,2,14,1,4,0,0,0,40,38,0
29131,26,3,133766,3,0,4,0,4,1,0,0,70,38,0
29132,28,3,200511,3,2,4,1,4,1,0,0,55,38,0
29133,26,3,50103,1,0,11,5,4,0,0,0,40,38,0
29134,37,8,148266,4,0,14,0,4,1,0,0,6,25,0
29135,49,3,177211,0,0,7,0,4,1,0,0,40,38,0
29136,28,3,132686,0,0,3,0,4,1,0,0,55,38,0
29137,57,0,21626,1,2,7,1,4,1,0,0,40,38,0
29138,60,3,52900,5,0,13,0,4,1,0,0,40,38,0
29139,20,8,150084,3,1,14,3,4,1,0,0,25,38,0
29140,38,3,248886,3,0,0,0,4,1,0,0,42,38,0
29141,51,5,118259,3,0,2,0,4,1,3137,0,60,38,0
29142,60,3,145493,1,2,0,1,4,0,0,0,40,38,0
29143,37,3,219546,0,0,3,2,4,1,3411,0,47,38,0
29144,44,0,399155,3,1,2,3,2,0,0,0,40,38,0
29145,19,5,227310,1,1,7,3,4,0,0,0,25,38,0
29146,59,3,333270,4,0,2,5,1,0,0,0,35,29,0
29147,50,3,231495,3,0,7,0,4,1,0,0,40,38,0
29148,35,0,133935,0,0,2,0,4,1,0,0,40,38,1
29149,46,0,55237,1,2,6,4,4,1,0,0,40,38,0
29150,18,3,183034,1,1,11,3,2,1,0,0,35,38,0
29151,32,3,245487,5,0,6,0,0,1,0,0,40,25,0
29152,32,3,185480,1,2,7,4,4,0,0,0,40,38,0
29153,39,3,114251,3,0,2,0,4,1,0,0,40,38,1
29154,25,3,181814,3,1,2,2,4,0,0,0,40,38,0
29155,30,3,340917,4,0,3,0,4,1,15024,0,60,38,1
29156,37,3,241998,0,0,12,0,4,1,0,1977,40,38,1
29157,38,4,125324,1,0,3,0,4,1,0,0,80,38,1
29158,36,3,34744,1,2,7,4,4,0,0,0,37,38,0
29159,56,3,131608,1,0,11,0,4,1,0,0,40,38,1
29160,35,0,226916,0,3,0,1,4,1,0,0,40,38,1
29161,56,3,124137,3,2,0,1,4,1,0,0,41,38,0
29162,17,3,96282,5,1,7,3,4,1,0,0,14,38,0
29163,46,3,337050,4,0,3,0,4,1,0,1977,45,38,1
29164,56,3,229335,3,2,0,1,4,0,0,0,40,38,0
29165,61,6,199495,5,0,2,0,4,1,0,0,40,38,0
29166,25,3,111675,1,0,11,0,4,1,0,0,43,38,0
29167,27,3,139209,3,1,6,4,2,0,0,0,40,38,0
29168,50,5,32372,3,0,4,0,4,1,0,0,30,38,0
29169,33,5,203784,1,0,4,0,4,1,0,0,62,38,0
29170,33,3,164190,1,0,2,0,4,1,7298,0,40,38,1
29171,38,3,64875,1,1,4,4,4,1,0,0,60,38,0
29172,51,3,41806,5,0,6,0,4,1,0,0,40,38,0
29173,27,3,208725,1,1,11,1,4,1,0,0,42,38,0
29174,49,1,79019,4,3,9,4,4,0,0,0,16,38,0
29175,26,3,136951,3,2,6,4,2,0,0,0,40,38,0
29176,42,3,203554,4,0,3,0,4,1,0,0,60,38,1
29177,37,3,252947,0,1,6,1,2,1,0,1719,32,38,0
29178,38,3,170861,1,1,0,3,4,0,0,0,40,38,0
29179,48,3,199590,3,0,7,0,4,1,0,0,40,25,1
29180,41,3,529216,0,2,12,4,2,1,7430,0,45,41,1
29181,33,3,195576,3,0,3,0,4,1,4386,0,60,38,0
29182,30,3,182177,3,1,7,1,4,1,0,0,40,20,0
29183,25,6,183678,0,1,9,1,4,0,0,0,50,38,0
29184,50,3,209320,0,0,11,0,4,1,0,0,40,38,1
29185,54,4,206862,3,0,3,0,4,1,0,0,36,38,1
29186,37,3,168941,5,2,2,1,4,1,0,0,40,38,0
29187,59,5,201263,0,0,11,0,4,1,15024,0,55,38,1
29188,17,3,75333,5,1,11,3,2,0,0,0,24,38,0
29189,65,8,299494,5,0,14,0,4,1,1797,0,40,38,0
29190,56,5,163212,3,3,0,4,4,0,99999,0,40,38,1
29191,57,3,139290,3,2,7,1,4,1,0,0,38,38,0
29192,33,3,400416,5,1,7,3,2,1,0,0,20,38,0
29193,41,5,223763,4,0,2,0,4,1,0,0,65,38,0
29194,45,3,77927,0,3,7,3,1,0,0,0,40,29,0
29195,50,3,175804,3,0,11,0,4,1,0,0,48,38,0
29196,18,3,91525,3,1,11,2,4,1,0,0,25,38,0
29197,19,3,279968,1,1,0,3,4,0,0,0,20,38,0
29198,26,3,77698,1,0,9,5,1,0,0,0,40,38,0
29199,61,8,198686,1,0,14,0,4,1,0,0,2,38,1
29200,67,8,190340,5,0,14,0,4,1,0,0,40,38,0
29201,41,3,113491,1,0,9,0,4,1,0,0,40,38,1
29202,29,3,202878,3,1,2,1,4,1,0,0,50,38,0
29203,27,3,108431,1,1,2,1,2,1,0,0,40,38,0
29204,35,3,194490,3,2,0,4,4,0,0,0,38,38,0
29205,37,3,48093,0,1,2,1,4,1,0,0,90,38,1
29206,22,3,136824,5,1,0,1,4,1,0,0,40,38,0
29207,25,3,143280,5,1,8,3,4,0,0,0,24,38,0
29208,26,3,150062,3,0,11,0,4,1,0,0,50,38,0
29209,27,1,298510,3,2,10,3,4,1,0,0,40,38,0
29210,26,3,177147,0,1,0,1,4,1,6849,0,65,38,0
29211,51,3,115025,3,0,2,0,4,1,0,0,40,38,0
29212,45,3,350440,3,0,3,0,1,1,0,0,40,38,1
29213,60,3,83850,3,0,11,0,4,1,0,0,40,38,0
29214,35,3,62669,1,0,3,0,4,1,0,0,55,38,1
29215,24,3,229773,3,1,6,3,4,1,0,0,40,38,0
29216,40,1,196234,3,2,2,3,4,0,0,0,40,32,0
29217,69,8,163595,3,3,14,1,4,0,0,0,20,38,0
29218,44,3,157249,0,0,9,0,2,1,0,1977,50,38,1
29219,65,3,80174,3,2,3,2,4,0,1848,0,50,38,0
29220,52,4,49069,1,0,0,5,4,0,0,0,40,38,1
29221,38,3,122952,3,2,2,4,4,0,0,0,35,38,0
29222,18,3,123856,5,1,11,3,4,0,0,0,49,38,0
29223,24,3,216181,1,1,6,3,4,1,0,0,40,38,0
29224,52,3,180062,1,0,3,0,4,1,0,0,60,38,0
29225,21,3,188535,3,1,6,1,4,1,0,0,44,38,0
29226,67,5,106143,2,0,11,0,4,1,20051,0,40,38,1
29227,64,5,170421,1,3,2,1,4,0,0,0,8,38,0
29228,25,3,283087,1,1,3,3,2,1,0,0,40,38,0
29229,34,0,341051,4,0,0,0,4,1,0,0,50,38,1
29230,39,5,34378,3,0,4,0,4,1,0,0,50,38,0
29231,26,3,380674,3,1,5,3,4,1,0,0,52,38,0
29232,19,3,304469,5,1,4,3,4,1,0,0,25,38,0
29233,35,3,99146,3,0,3,0,4,1,0,0,50,38,1
29234,26,3,205109,4,1,9,1,4,0,0,0,40,38,0
29235,38,3,99156,3,2,7,3,4,1,0,0,35,38,0
29236,45,3,97842,1,0,6,0,4,1,0,0,65,38,0
29237,18,3,100875,5,1,7,4,4,0,0,0,28,38,0
29238,51,3,200576,1,2,0,1,4,0,0,0,63,38,0
29239,36,3,355053,3,2,7,4,2,0,0,0,28,38,0
29240,18,3,118376,1,1,7,3,4,0,0,0,16,41,0
29241,37,1,117760,1,1,10,1,4,1,4650,0,40,38,0
29242,37,3,117567,0,0,3,0,4,1,0,0,60,38,1
29243,39,0,189632,3,0,0,5,4,0,0,0,40,38,1
29244,21,3,170108,1,1,7,3,4,1,0,0,40,38,0
29245,46,6,27243,2,0,9,0,4,1,7688,0,45,38,1
29246,33,3,192663,3,2,11,1,4,0,0,0,35,38,0
29247,23,3,526164,0,1,0,4,2,0,0,0,40,38,0
29248,52,5,146579,3,2,11,4,2,1,0,0,40,38,0
29249,28,3,60288,3,1,0,3,4,0,0,0,40,38,0
29250,23,6,241951,1,1,9,1,4,1,0,0,40,38,0
29251,48,4,213140,1,0,3,0,4,1,0,0,40,38,1
29252,17,3,218124,5,1,11,3,4,0,0,0,20,38,0
29253,22,5,279802,1,1,9,3,4,0,0,0,3,38,0
29254,26,3,153078,3,1,0,3,1,1,0,0,80,41,1
29255,40,3,167919,3,0,2,0,4,1,0,0,40,38,0
29256,90,3,250832,5,0,3,0,4,1,0,0,40,38,0
29257,28,3,193158,3,2,11,3,4,0,0,0,40,38,0
29258,44,3,172032,3,0,13,0,4,1,0,0,40,38,0
29259,29,3,39484,0,0,7,0,4,1,7298,0,42,38,1
29260,45,3,84298,1,0,3,0,4,1,0,1977,50,38,1
29261,43,3,269015,3,0,6,0,2,1,0,0,40,10,1
29262,17,8,262196,5,1,14,3,4,1,0,0,8,38,0
29263,49,0,125892,0,0,3,0,4,1,0,0,40,38,1
29264,27,3,134890,0,1,12,3,4,1,0,0,50,38,0
29265,60,5,261119,3,2,2,4,4,0,0,0,40,38,0
29266,33,3,119409,3,0,6,5,3,0,0,0,40,3,0
29267,53,5,118793,5,0,2,0,4,1,0,0,50,38,1
29268,19,3,184207,1,1,11,1,4,1,0,0,40,38,0
29269,28,5,191027,3,2,4,1,4,1,0,0,40,38,0
29270,22,3,207782,1,1,5,3,4,1,0,0,20,38,0
29271,48,5,209146,3,0,13,0,4,1,0,0,60,38,0
29272,76,8,79445,5,0,14,0,4,1,1173,0,40,38,0
29273,19,3,187724,1,1,7,3,4,0,0,0,25,38,0
29274,28,3,66777,1,0,7,2,4,0,3137,0,40,38,0
29275,58,3,158002,1,0,11,0,2,1,0,0,40,38,0
29276,19,5,305834,1,1,2,3,4,0,0,0,25,38,0
29277,37,8,122265,3,2,14,1,1,0,0,0,42,41,0
29278,22,3,211798,1,1,2,3,4,1,0,0,40,38,0
29279,52,5,123011,4,0,9,0,4,1,0,0,50,38,1
29280,31,3,36302,0,0,6,0,4,1,0,0,50,38,0
29281,50,5,176867,2,0,9,0,4,1,3781,0,40,38,0
29282,62,3,169204,3,3,2,4,4,1,0,0,40,38,0
29283,26,3,38232,0,1,9,1,4,1,0,0,50,38,0
29284,64,6,277657,3,3,0,1,4,0,0,0,24,38,0
29285,38,3,32271,1,0,2,0,4,1,0,0,40,38,0
29286,44,3,116825,4,0,9,0,4,1,15024,0,80,38,1
29287,28,5,226198,3,2,3,1,4,0,0,0,40,38,0
29288,19,3,28145,3,1,7,3,4,0,0,0,52,38,0
29289,39,3,140477,3,1,6,1,4,0,0,0,10,38,0
29290,50,3,165050,5,0,2,0,4,1,0,0,40,38,1
29291,39,4,202937,4,0,9,5,4,0,0,0,40,38,1
29292,36,3,316298,0,1,12,3,4,1,0,0,40,38,0
29293,39,3,203070,1,0,5,0,4,1,0,0,49,38,0
29294,51,4,103995,1,1,11,1,4,0,0,0,25,38,0
29295,28,3,176137,3,1,7,3,4,0,0,0,32,38,0
29296,57,5,103948,4,0,9,0,4,1,0,0,30,38,1
29297,40,1,39581,4,2,9,3,2,0,0,0,40,38,0
29298,27,3,506436,1,2,11,4,4,0,0,0,40,28,0
29299,32,3,226975,1,1,11,3,4,1,0,1876,60,38,0
29300,49,6,154493,3,2,3,4,4,0,0,0,44,38,0
29301,34,5,137223,5,1,7,3,4,0,0,0,40,38,0
29302,24,3,102323,3,1,6,3,4,1,0,0,40,38,0
29303,54,3,257765,5,2,6,1,4,1,0,0,40,12,0
29304,52,3,42924,5,0,2,0,4,1,0,0,45,38,0
29305,43,3,167599,5,0,5,5,4,0,0,0,25,38,0
29306,84,8,368925,5,3,14,1,4,1,0,0,15,38,0
29307,79,8,100881,1,0,14,5,4,0,0,0,2,38,1
29308,35,3,52738,1,0,6,0,4,1,0,0,46,38,0
29309,56,3,98418,3,2,13,1,4,1,0,0,30,38,0
29310,30,3,381153,3,1,2,1,4,1,0,0,40,38,0
29311,54,3,103700,3,3,7,4,4,0,0,0,40,38,0
29312,35,3,298635,0,1,11,1,1,1,0,0,50,38,0
29313,32,3,127895,1,1,0,3,2,0,0,0,40,38,0
29314,44,4,212760,0,0,3,0,4,1,0,0,60,38,1
29315,32,3,281384,3,0,7,2,4,0,0,0,10,38,0
29316,60,3,181200,5,0,0,0,4,1,0,0,40,38,0
29317,40,3,257364,1,2,7,1,4,1,0,0,45,38,0
29318,50,3,283281,5,0,6,0,2,1,0,0,40,38,0
29319,58,3,214502,5,0,5,0,4,1,0,0,50,38,1
29320,41,3,69333,3,0,2,0,4,1,0,0,45,38,1
29321,28,3,190060,3,0,11,0,4,1,0,0,40,38,1
29322,53,3,95864,3,1,0,2,4,1,0,0,35,38,0
29323,71,8,144872,1,0,14,0,4,1,6514,0,40,38,1
29324,17,8,275778,5,1,14,3,4,0,0,0,25,25,0
29325,45,3,27332,3,2,11,1,4,0,0,0,40,38,0
29326,23,3,24395,3,1,5,3,4,0,0,0,30,38,0
29327,25,3,330695,1,0,11,0,4,1,0,0,50,38,0
29328,40,5,171615,1,1,2,1,4,1,0,0,35,38,1
29329,28,3,116372,0,1,3,1,4,0,0,0,60,38,0
29330,27,3,38599,5,1,13,1,4,1,0,0,40,38,0
29331,19,1,202184,1,1,0,3,4,1,0,0,15,38,0
29332,24,3,315303,3,1,5,3,2,1,0,0,25,38,0
29333,38,3,103456,0,2,9,4,4,1,0,0,40,38,0
29334,24,6,163480,4,1,0,1,2,0,0,0,40,38,0
29335,18,3,317425,5,1,7,3,2,1,0,0,7,38,0
29336,58,3,216941,3,2,3,4,4,0,0,0,40,38,0
29337,35,3,116541,4,1,9,3,4,1,0,0,44,38,1
29338,43,3,186396,5,1,6,1,4,0,0,0,20,38,0
29339,45,3,273194,3,0,6,0,2,1,3137,0,35,38,0
29340,24,3,385540,3,0,11,0,4,1,0,0,40,25,0
29341,63,3,201631,5,0,4,0,2,1,0,0,40,38,0
29342,40,3,439919,5,0,6,0,4,1,0,0,40,25,0
29343,21,3,182117,0,1,7,2,4,1,0,0,20,38,0
29344,20,6,334113,1,0,7,0,4,1,0,0,40,38,0
29345,42,3,184837,3,0,6,5,4,0,7298,0,40,38,1
29346,49,8,228372,1,0,14,0,4,1,0,0,20,38,1
29347,47,0,211123,3,0,2,0,4,1,0,0,40,38,0
29348,48,4,38819,3,0,2,0,4,1,0,0,36,38,0
29349,61,3,162391,5,0,13,0,4,1,0,1651,40,38,0
29350,23,8,302836,1,0,14,0,4,1,0,0,40,7,0
29351,35,6,89040,0,0,3,0,4,1,0,0,40,38,1
29352,46,3,264210,1,0,4,5,4,0,0,0,20,38,0
29353,18,3,87157,5,1,7,3,4,1,0,0,25,38,0
29354,28,5,398918,0,1,9,1,4,1,0,0,50,38,1
29355,62,8,123612,0,0,14,0,4,1,0,0,4,38,0
29356,20,3,155818,3,1,7,3,4,0,0,0,20,38,0
29357,28,3,243660,3,0,13,0,4,1,0,0,40,38,0
29358,57,3,134195,3,0,11,0,4,1,0,0,40,38,0
29359,56,3,238638,5,0,2,0,4,1,0,0,40,38,0
29360,33,3,159929,3,0,2,0,4,1,0,0,40,38,0
29361,19,3,198668,3,1,5,3,4,1,0,0,40,38,0
29362,29,3,215504,3,0,6,0,4,1,0,0,40,38,0
29363,30,3,158002,1,1,2,2,4,1,0,0,55,6,0
29364,53,1,35305,0,2,9,4,4,0,0,0,57,38,0
29366,44,6,321824,3,0,10,0,4,1,0,0,38,38,0
29367,22,3,180449,1,0,5,0,4,1,0,0,28,38,0
29368,40,3,201764,3,2,2,1,4,1,0,0,40,38,0
29369,25,3,250038,1,1,0,1,4,1,0,0,40,41,0
29370,30,5,226535,5,0,4,0,4,1,0,0,40,25,0
29371,51,3,136121,1,2,0,4,4,0,0,0,38,38,0
29372,17,3,47199,5,1,8,3,4,0,0,0,24,38,0
29373,46,1,215895,0,0,10,0,4,1,0,0,40,38,1
29374,50,6,24647,1,0,0,0,4,1,0,0,40,38,1
29375,34,3,734193,1,1,3,1,4,0,0,0,50,38,0
29376,42,8,321086,4,0,14,0,4,1,0,0,50,38,0
29377,41,0,192589,0,0,0,0,4,1,0,0,40,38,0
29378,32,3,326283,0,1,7,4,3,1,0,0,40,38,0
29379,32,3,207284,3,0,6,0,4,1,0,0,40,38,0
29380,47,3,109089,1,0,9,0,4,1,0,0,70,38,0
29381,50,3,274528,1,0,11,0,4,1,0,0,40,38,0
29382,77,3,142646,5,3,8,4,4,0,0,0,23,38,0
29383,33,3,180859,3,2,3,1,4,1,0,0,40,38,0
29384,47,4,188610,3,0,6,0,4,1,0,0,48,38,0
29385,64,3,169604,5,0,13,0,4,1,0,0,40,38,0
29386,34,3,260560,3,0,3,0,4,1,0,0,50,38,0
29387,34,1,188245,3,1,9,4,2,0,0,0,35,38,0
29388,67,1,103315,4,1,3,2,4,0,15831,0,72,38,1
29389,37,1,52465,3,1,7,1,4,1,0,0,40,38,0
29390,34,3,737315,0,0,9,0,4,1,0,0,40,38,1
29391,22,8,195143,1,1,14,3,4,0,0,0,29,38,0
29392,50,5,219420,2,2,11,1,4,1,0,0,64,38,0
29393,60,3,198170,0,0,3,0,4,1,0,0,45,38,1
29394,46,1,183168,0,2,9,4,4,0,0,0,43,38,0
29395,44,3,196545,0,0,2,0,4,1,7298,0,40,38,1
29396,43,3,168412,3,0,11,2,4,0,0,0,44,30,0
29397,48,3,174386,4,0,9,0,4,1,0,0,40,7,1
29398,36,3,544686,3,1,0,2,4,0,2907,0,40,26,0
29399,48,3,95661,1,1,0,1,4,0,0,0,43,38,0
29400,37,3,468713,1,0,0,0,4,1,0,0,40,38,0
29401,51,3,169112,4,0,11,0,4,1,0,0,40,38,1
29402,52,3,74024,4,0,9,0,4,1,0,0,45,38,1
29403,27,3,110622,5,1,11,3,1,0,0,0,20,39,0
29404,43,1,33331,4,0,3,0,4,1,0,0,40,38,1
29405,23,3,181557,3,1,7,3,2,1,0,0,25,38,0
29406,66,3,142624,1,0,6,0,4,1,5556,0,40,40,1
29407,37,5,192251,5,0,7,5,4,0,2635,0,40,38,0
29408,35,3,146091,1,1,0,1,4,0,0,0,40,38,0
29409,42,1,174575,0,0,9,0,4,1,5178,0,40,38,1
29410,49,3,200949,5,1,7,4,4,0,0,0,38,28,0
29411,51,1,201560,0,0,9,5,4,0,0,0,40,38,1
29412,71,0,149386,3,3,3,1,4,1,0,0,9,38,0
29413,50,1,168672,4,0,9,5,4,0,0,1902,40,38,1
29414,63,3,38352,3,3,0,4,4,0,0,0,40,38,0
29415,41,6,180272,4,1,9,3,4,0,0,0,35,38,0
29416,24,6,275421,1,1,6,3,4,0,0,0,40,38,0
29417,41,1,173051,1,2,7,4,4,0,0,0,45,38,0
29418,33,1,167474,1,0,0,0,4,1,0,0,40,38,0
29419,42,1,267138,1,0,2,0,2,1,0,0,40,38,0
29420,23,3,135138,0,1,11,3,1,1,0,0,40,38,0
29421,49,3,218357,1,2,9,1,4,0,0,0,38,38,0
29422,28,5,107236,5,0,2,1,4,1,0,0,40,38,0
29423,31,3,138416,5,0,5,0,4,1,0,0,56,25,0
29424,28,3,154863,0,1,0,3,2,1,0,0,35,38,0
29425,37,3,194004,5,0,2,0,4,1,0,0,25,38,0
29426,19,3,339123,1,1,3,3,4,1,0,0,40,38,0
29427,51,1,548361,0,0,9,0,4,1,0,0,26,38,0
29428,25,3,101812,1,0,11,0,4,1,0,0,41,38,0
29429,49,4,127111,3,0,3,0,4,1,0,0,50,38,0
29430,47,3,171807,3,2,11,4,4,0,0,0,45,38,0
29431,48,1,40666,3,0,7,0,4,1,0,0,40,38,0
29432,41,1,340682,3,2,0,1,4,0,0,0,40,38,0
29433,32,3,175052,3,2,0,4,4,0,0,0,40,38,0
29434,26,8,321629,3,1,14,4,4,0,0,0,16,38,0
29435,46,3,154405,3,0,5,0,2,1,0,0,40,38,0
29436,17,3,108402,5,1,11,3,4,0,0,0,20,38,0
29437,34,3,346275,5,2,5,1,4,1,0,0,43,38,0
29438,44,3,42476,3,1,0,2,4,0,0,0,30,38,0
29439,23,3,161708,1,1,7,3,4,0,0,0,20,38,0
29440,35,3,70447,1,1,9,4,1,1,4650,0,20,38,0
29441,30,3,189759,0,1,13,1,4,1,4865,0,40,38,0
29442,65,8,137354,1,0,14,0,1,1,0,0,20,38,0
29443,34,3,250724,0,0,11,0,4,1,0,0,45,22,0
29444,34,0,149368,4,0,9,0,4,1,0,0,40,38,1
29445,39,3,154641,1,0,0,0,4,1,0,0,40,38,0
29446,28,3,38309,1,0,0,0,4,1,2407,0,40,38,0
29447,53,1,202733,4,0,3,0,4,1,7688,0,70,38,1
29448,34,3,56150,5,1,13,4,4,1,0,0,40,38,0
29449,21,3,260254,3,1,2,1,4,1,0,0,40,38,0
29450,53,3,108083,5,0,4,0,4,1,0,0,45,38,0
29451,54,5,71344,4,2,9,1,4,1,0,0,50,38,1
29452,32,3,174215,1,2,11,4,4,0,0,0,40,38,0
29453,39,6,114366,0,1,9,1,4,1,0,0,35,38,0
29454,39,3,158962,1,2,6,4,4,0,0,0,40,38,0
29455,29,3,179498,3,0,3,0,4,1,0,0,40,10,0
29456,29,3,31935,3,2,9,1,4,0,0,0,40,38,0
29457,43,3,149909,3,0,2,0,4,1,0,0,42,38,1
29458,20,8,58740,1,1,14,3,4,1,0,0,15,38,0
29459,39,3,216552,4,0,0,0,4,1,0,0,40,38,0
29460,45,3,255348,1,2,3,1,4,0,0,0,40,38,0
29461,36,3,176050,1,0,6,0,4,1,0,0,40,38,0
29462,71,8,125101,1,3,14,1,4,0,0,0,40,38,0
29463,62,8,197286,3,0,14,0,4,1,0,0,40,38,0
29464,43,1,337469,1,2,0,1,4,0,594,0,20,25,0
29465,31,3,159737,3,1,11,4,2,0,0,0,58,38,0
29466,39,3,316211,3,0,3,0,4,1,0,0,60,38,1
29467,32,3,127610,0,0,9,5,4,0,0,1902,32,38,1
29468,45,1,556652,3,0,2,0,2,1,0,0,40,38,1
29469,19,3,265576,3,1,5,3,4,1,0,0,50,38,0
29470,43,3,347653,1,0,9,0,4,1,0,0,48,38,1
29471,32,3,62374,1,0,13,0,4,1,0,0,40,38,0
29472,43,5,170230,0,1,11,1,4,0,0,0,60,38,0
29473,34,3,203051,0,0,0,0,4,1,0,0,27,38,0
29474,66,4,115880,1,0,9,0,4,1,0,0,40,38,0
29475,37,3,167735,1,0,2,0,4,1,0,1887,40,38,1
29476,46,4,181413,1,0,3,5,4,0,0,0,40,38,0
29477,23,3,185554,0,1,9,3,4,0,0,0,40,38,0
29478,41,3,350387,0,1,9,1,4,1,0,0,40,38,1
29479,63,3,225102,3,0,5,0,2,1,0,0,40,41,0
29480,55,3,105582,3,0,5,0,4,1,3103,0,40,38,1
29481,35,5,350247,4,0,9,0,4,1,0,0,50,38,1
29482,28,3,150025,5,1,2,1,4,1,0,0,50,41,1
29483,37,3,107737,0,0,9,0,4,1,0,0,55,38,1
29484,63,8,334741,3,0,14,0,4,1,0,0,20,38,0
29485,43,3,115562,0,0,9,0,4,1,0,0,42,38,1
29486,30,5,131584,1,1,2,3,4,1,0,0,60,38,0
29487,36,1,95855,4,0,9,5,4,0,0,0,60,38,1
29488,54,3,391016,0,0,11,0,4,1,0,0,40,38,1
29489,36,0,51089,0,0,0,0,4,1,0,0,50,38,1
29490,78,4,188044,0,0,3,0,4,1,0,2392,40,38,1
29491,77,3,117898,0,0,3,0,4,1,0,0,50,38,1
29492,28,3,70240,3,1,7,1,1,0,0,0,40,29,0
29493,39,5,187693,3,0,2,0,4,1,0,0,72,38,1
29494,37,3,341672,0,2,12,1,1,1,0,0,40,29,0
29495,34,3,208043,1,0,9,0,4,1,7298,0,45,38,1
29496,22,1,289982,0,1,9,3,4,0,0,0,35,38,0
29497,54,3,76344,0,1,7,1,4,0,0,0,50,38,0
29498,21,3,200973,1,1,11,3,4,0,0,0,20,38,0
29499,36,3,111377,5,0,2,0,4,1,0,0,40,38,0
29500,62,5,136684,3,3,0,2,4,0,0,0,30,38,0
29501,40,3,176716,1,0,11,0,4,1,0,0,40,38,1
29502,47,5,166894,1,2,9,4,2,0,0,0,40,38,0
29503,38,3,243872,0,0,11,0,4,1,0,0,70,38,1
29504,28,3,155621,5,1,2,1,4,1,0,0,40,3,0
29505,46,3,102597,0,2,9,4,4,0,0,0,40,38,0
29506,22,3,60331,1,0,7,0,4,1,0,0,35,38,0
29507,37,3,75024,3,2,11,4,4,0,0,0,25,1,0
29508,69,3,174474,5,2,6,1,4,0,0,0,28,28,0
29509,43,3,145441,0,0,3,0,4,1,0,0,50,38,1
29510,53,3,83434,0,1,7,1,1,0,0,0,21,23,1
29511,20,3,691830,3,1,11,3,2,0,0,0,35,38,0
29512,22,3,189203,0,1,9,1,4,1,0,0,50,38,0
29513,48,3,115784,5,0,2,0,4,1,0,0,44,38,0
29514,40,0,280167,4,0,9,0,4,1,0,0,40,38,1
29515,68,8,407338,1,0,14,0,4,1,0,0,20,38,0
29516,39,3,52978,1,2,7,1,4,0,0,1721,55,38,0
