,person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,age_group,income_group,loan_amount_group,loan_to_income_ratio,loan_to_emp_length_ratio,int_rate_to_loan_amt_ratio
19960,33,51000,MORTGAGE,2.0,EDUCATION,A,1200,9.63,1,0.02,N,7,26-35,middle,small,0.023529411764705882,0.0016666666666666668,0.008025000000000001
26663,36,60000,RENT,3.0,HOMEIMPROVEMENT,A,7000,7.88,0,0.12,N,12,26-35,middle,medium,0.11666666666666667,0.00042857142857142855,0.0011257142857142857
25348,27,34152,RENT,5.0,EDUCATION,C,5000,13.79,0,0.15,Y,9,26-35,low-middle,small,0.1464043101428906,0.001,0.002758
13009,25,115000,MORTGAGE,4.0,MEDICAL,A,4000,7.88,0,0.03,N,4,20-25,high,small,0.034782608695652174,0.001,0.00197
15635,24,49200,OWN,8.0,PERSONAL,C,4000,13.06,0,0.08,Y,3,20-25,low-middle,small,0.08130081300813008,0.002,0.003265
28409,52,22500,MORTGAGE,2.0,PERSONAL,C,6000,13.49,0,0.27,N,21,46-55,low,medium,0.26666666666666666,0.0003333333333333333,0.0022483333333333335
3890,23,40800,MORTGAGE,3.0,MEDICAL,A,10000,7.14,0,0.25,N,2,20-25,low-middle,medium,0.24509803921568626,0.0003,0.000714
2976,25,120000,RENT,9.0,DEBTCONSOLIDATION,B,11000,12.18,0,0.09,N,4,20-25,high,large,0.09166666666666666,0.0008181818181818182,0.0011072727272727271
11847,25,20000,RENT,2.0,PERSONAL,D,2500,15.7,1,0.13,N,2,20-25,low,small,0.125,0.0008,0.00628
14994,23,26976,RENT,4.0,EDUCATION,A,9000,7.51,1,0.33,N,2,20-25,low-middle,medium,0.33362989323843417,0.00044444444444444447,0.0008344444444444444
15492,24,62500,MORTGAGE,2.0,EDUCATION,A,6000,5.79,0,0.1,N,3,20-25,middle,medium,0.096,0.0003333333333333333,0.000965
23530,30,28000,OWN,14.0,MEDICAL,B,14400,12.18,0,0.51,N,5,26-35,low-middle,large,0.5142857142857142,0.0009722222222222222,0.0008458333333333333
2495,26,35000,MORTGAGE,10.0,PERSONAL,B,8000,12.69,0,0.23,N,3,20-25,low-middle,medium,0.22857142857142856,0.00125,0.00158625
10272,22,58650,MORTGAGE,6.0,MEDICAL,D,25000,14.96,1,0.36,N,2,20-25,middle,very large,0.42625745950554134,0.00024,0.0005984
18262,28,35000,RENT,0.0,HOMEIMPROVEMENT,A,5000,8.9,1,0.14,N,9,26-35,low-middle,small,0.14285714285714285,0.0,0.0017800000000000001
6074,23,95000,RENT,7.0,DEBTCONSOLIDATION,D,6000,16.49,1,0.06,N,4,20-25,high-middle,medium,0.06315789473684211,0.0011666666666666668,0.002748333333333333
14571,23,51000,MORTGAGE,6.0,DEBTCONSOLIDATION,D,17500,14.09,1,0.34,Y,2,20-25,middle,very large,0.3431372549019608,0.00034285714285714285,0.0008051428571428571
28470,63,37000,RENT,24.0,DEBTCONSOLIDATION,C,5450,15.96,1,0.15,N,22,56-65,low-middle,medium,0.1472972972972973,0.004403669724770643,0.002928440366972477
18679,31,40000,MORTGAGE,2.0,DEBTCONSOLIDATION,D,9500,16.77,1,0.24,N,10,26-35,low-middle,medium,0.2375,0.0002105263157894737,0.0017652631578947368
8862,24,65000,MORTGAGE,1.0,MEDICAL,A,10000,8.59,0,0.15,N,3,20-25,middle,medium,0.15384615384615385,0.0001,0.000859
2210,25,30000,RENT,3.0,DEBTCONSOLIDATION,C,3000,12.98,0,0.1,N,3,20-25,low-middle,small,0.1,0.001,0.004326666666666667
7289,21,44000,RENT,5.0,MEDICAL,A,7500,7.9,1,0.17,N,3,20-25,low-middle,medium,0.17045454545454544,0.0006666666666666666,0.0010533333333333334
16048,30,85000,RENT,1.0,PERSONAL,E,24000,16.82,1,0.28,N,8,26-35,high-middle,very large,0.2823529411764706,4.1666666666666665e-05,0.0007008333333333334
3288,24,30000,RENT,1.0,VENTURE,A,4000,7.49,0,0.13,N,4,20-25,low-middle,small,0.13333333333333333,0.00025,0.0018725
9492,22,36000,RENT,4.0,PERSONAL,B,10000,11.36,1,0.28,N,2,20-25,low-middle,medium,0.2777777777777778,0.0004,0.0011359999999999999
24796,34,47300,MORTGAGE,3.0,HOMEIMPROVEMENT,A,12000,7.88,0,0.25,N,10,26-35,low-middle,large,0.2536997885835095,0.00025,0.0006566666666666666
9861,21,53000,RENT,5.0,EDUCATION,A,10000,7.51,0,0.19,N,4,20-25,middle,medium,0.18867924528301888,0.0005,0.0007509999999999999
908,22,82570,RENT,6.0,VENTURE,C,18000,15.27,0,0.22,N,2,20-25,high-middle,very large,0.2179968511565944,0.0003333333333333333,0.0008483333333333333
1100,25,50000,RENT,3.0,VENTURE,D,16000,17.58,1,0.32,N,4,20-25,low-middle,very large,0.32,0.0001875,0.00109875
14952,22,31200,RENT,5.0,DEBTCONSOLIDATION,C,10000,12.73,1,0.32,Y,2,20-25,low-middle,medium,0.32051282051282054,0.0005,0.001273
5476,22,33650,RENT,1.0,EDUCATION,D,6000,12.86,1,0.18,N,4,20-25,low-middle,medium,0.17830609212481427,0.00016666666666666666,0.002143333333333333
1335,26,35652,RENT,5.0,DEBTCONSOLIDATION,B,1400,11.49,1,0.04,N,4,20-25,low-middle,small,0.03926848423650847,0.0035714285714285713,0.008207142857142857
7048,24,55000,MORTGAGE,2.0,VENTURE,A,6000,8.0,0,0.11,N,2,20-25,middle,medium,0.10909090909090909,0.0003333333333333333,0.0013333333333333333
13251,21,51000,RENT,5.0,VENTURE,D,1600,15.62,1,0.03,N,4,20-25,middle,small,0.03137254901960784,0.003125,0.0097625
11982,24,95000,MORTGAGE,3.0,DEBTCONSOLIDATION,B,35000,11.99,0,0.37,N,2,20-25,high-middle,very large,0.3684210526315789,8.571428571428571e-05,0.0003425714285714286
12203,24,50004,RENT,0.0,EDUCATION,B,14000,12.21,0,0.28,N,3,20-25,middle,large,0.27997760179185666,0.0,0.0008721428571428572
22590,30,117005,RENT,1.0,VENTURE,E,12000,18.79,1,0.1,Y,8,26-35,high,large,0.10255971967009957,8.333333333333333e-05,0.0015658333333333334
20417,30,54000,MORTGAGE,3.0,MEDICAL,D,15250,14.42,1,0.28,Y,8,26-35,middle,very large,0.2824074074074074,0.00019672131147540983,0.0009455737704918033
315,23,16000,MORTGAGE,1.0,MEDICAL,C,5600,12.84,1,0.35,N,4,20-25,low,medium,0.35,0.00017857142857142857,0.002292857142857143
20590,28,103000,RENT,0.0,EDUCATION,D,8000,14.61,1,0.08,N,10,26-35,high,medium,0.07766990291262135,0.0,0.00182625
17056,31,31800,RENT,6.0,DEBTCONSOLIDATION,D,3000,15.62,1,0.09,Y,9,26-35,low-middle,small,0.09433962264150944,0.002,0.005206666666666667
27122,39,61020,MORTGAGE,4.0,DEBTCONSOLIDATION,D,9975,13.99,1,0.16,N,11,36-45,middle,medium,0.16347099311701083,0.0004010025062656642,0.0014025062656641604
14478,23,45600,RENT,4.0,PERSONAL,C,5000,14.22,0,0.11,Y,4,20-25,low-middle,small,0.10964912280701754,0.0008,0.002844
18630,33,82150,RENT,4.0,HOMEIMPROVEMENT,A,5000,7.51,0,0.06,N,5,26-35,high-middle,small,0.06086427267194157,0.0008,0.0015019999999999999
8033,25,15600,RENT,6.0,MEDICAL,B,5000,10.75,1,0.32,N,3,20-25,low,small,0.32051282051282054,0.0012,0.00215
8856,24,28000,RENT,1.0,MEDICAL,A,9500,5.99,1,0.34,N,3,20-25,low-middle,medium,0.3392857142857143,0.00010526315789473685,0.0006305263157894737
13360,23,113000,MORTGAGE,6.0,DEBTCONSOLIDATION,B,10000,10.38,1,0.09,N,3,20-25,high,medium,0.08849557522123894,0.0006,0.001038
27086,38,58000,RENT,4.0,MEDICAL,E,9500,16.35,1,0.16,Y,16,36-45,middle,medium,0.16379310344827586,0.0004210526315789474,0.0017210526315789476
17076,28,43200,RENT,1.0,MEDICAL,A,3000,7.49,0,0.07,N,9,26-35,low-middle,small,0.06944444444444445,0.0003333333333333333,0.0024966666666666666
13894,26,175000,MORTGAGE,0.0,EDUCATION,D,7500,15.21,0,0.04,N,3,20-25,high,medium,0.04285714285714286,0.0,0.0020280000000000003
16574,35,28000,OWN,3.0,VENTURE,A,7600,6.62,0,0.27,N,10,26-35,low-middle,medium,0.2714285714285714,0.00039473684210526315,0.0008710526315789474
14431,22,34800,RENT,7.0,VENTURE,G,9600,19.16,1,0.28,Y,4,20-25,low-middle,medium,0.27586206896551724,0.0007291666666666667,0.0019958333333333334
27386,40,62540,MORTGAGE,5.0,MEDICAL,F,7500,19.04,1,0.1,Y,12,36-45,middle,medium,0.11992324912056283,0.0006666666666666666,0.0025386666666666665
3804,26,27880,RENT,1.0,MEDICAL,B,4800,9.25,0,0.17,N,4,20-25,low-middle,small,0.17216642754662842,0.00020833333333333335,0.0019270833333333334
15057,25,90000,MORTGAGE,9.0,HOMEIMPROVEMENT,A,10000,5.42,0,0.11,N,4,20-25,high-middle,medium,0.1111111111111111,0.0009,0.000542
17808,31,56000,RENT,9.0,HOMEIMPROVEMENT,A,4000,5.79,0,0.07,N,9,26-35,middle,small,0.07142857142857142,0.00225,0.0014475
15381,22,31000,RENT,5.0,PERSONAL,B,5550,11.36,1,0.18,N,3,20-25,low-middle,medium,0.17903225806451614,0.0009009009009009009,0.0020468468468468467
14097,22,27120,RENT,5.0,EDUCATION,C,9250,13.11,1,0.34,N,3,20-25,low-middle,medium,0.34107669616519176,0.0005405405405405405,0.0014172972972972973
1925,23,38400,RENT,1.0,VENTURE,B,13250,10.99,1,0.35,N,4,20-25,low-middle,large,0.3450520833333333,7.547169811320755e-05,0.0008294339622641509
24015,27,61584,RENT,3.0,VENTURE,D,15000,15.21,0,0.24,N,6,26-35,middle,large,0.24356975837879968,0.0002,0.0010140000000000001
12900,26,111000,MORTGAGE,10.0,MEDICAL,A,5000,5.79,0,0.05,N,3,20-25,high,small,0.04504504504504504,0.002,0.001158
5439,24,30000,RENT,2.0,HOMEIMPROVEMENT,D,6000,15.99,1,0.2,Y,3,20-25,low-middle,medium,0.2,0.0003333333333333333,0.002665
3901,23,52000,RENT,3.0,EDUCATION,B,4800,9.88,0,0.09,N,2,20-25,middle,small,0.09230769230769231,0.000625,0.0020583333333333335
20461,28,54600,MORTGAGE,13.0,EDUCATION,B,20000,11.89,1,0.37,N,5,26-35,middle,very large,0.3663003663003663,0.00065,0.0005945
15402,26,54000,MORTGAGE,10.0,MEDICAL,A,8500,5.42,1,0.16,N,3,20-25,middle,medium,0.1574074074074074,0.001176470588235294,0.0006376470588235294
6733,23,28685,RENT,3.0,DEBTCONSOLIDATION,C,7000,12.73,0,0.24,N,2,20-25,low-middle,medium,0.2440299808262158,0.00042857142857142855,0.0018185714285714287
892,24,24000,OWN,3.0,EDUCATION,C,3000,13.98,0,0.13,N,2,20-25,low,small,0.125,0.001,0.00466
961,22,24900,MORTGAGE,1.0,MEDICAL,C,5500,13.16,1,0.22,N,2,20-25,low,medium,0.22088353413654618,0.0001818181818181818,0.002392727272727273
2087,26,64000,RENT,3.0,MEDICAL,B,2500,10.99,0,0.04,N,3,20-25,middle,small,0.0390625,0.0012,0.004396
848,24,43400,RENT,2.0,DEBTCONSOLIDATION,E,18000,16.63,1,0.41,Y,2,20-25,low-middle,very large,0.4147465437788018,0.00011111111111111112,0.0009238888888888888
20908,29,33600,RENT,0.0,PERSONAL,D,9600,15.99,1,0.29,Y,7,26-35,low-middle,medium,0.2857142857142857,0.0,0.001665625
1339,23,42000,RENT,7.0,EDUCATION,B,1400,10.0,1,0.03,N,4,20-25,low-middle,small,0.03333333333333333,0.005,0.007142857142857143
22220,28,60000,RENT,2.0,VENTURE,B,12000,9.91,0,0.2,N,10,26-35,middle,large,0.2,0.00016666666666666666,0.0008258333333333334
10822,24,38000,RENT,0.0,VENTURE,B,12000,11.89,1,0.32,N,3,20-25,low-middle,large,0.3157894736842105,0.0,0.0009908333333333334
24365,27,151000,MORTGAGE,11.0,DEBTCONSOLIDATION,D,20000,14.74,1,0.13,Y,9,26-35,high,very large,0.13245033112582782,0.00055,0.000737
27612,44,82000,MORTGAGE,5.0,DEBTCONSOLIDATION,C,8400,12.84,1,0.1,Y,17,36-45,high-middle,medium,0.1024390243902439,0.0005952380952380953,0.0015285714285714286
2418,23,51000,RENT,3.0,DEBTCONSOLIDATION,E,12000,17.99,1,0.24,Y,4,20-25,middle,large,0.23529411764705882,0.00025,0.0014991666666666664
24816,32,46000,RENT,4.0,MEDICAL,A,9000,7.51,0,0.2,N,5,26-35,low-middle,medium,0.1956521739130435,0.00044444444444444447,0.0008344444444444444
20962,30,66000,MORTGAGE,15.0,VENTURE,B,15000,11.14,0,0.23,N,8,26-35,middle,large,0.22727272727272727,0.001,0.0007426666666666668
15997,28,127500,MORTGAGE,5.0,MEDICAL,E,20000,17.04,1,0.13,Y,8,26-35,high,very large,0.1568627450980392,0.00025,0.000852
28398,54,77000,RENT,24.0,VENTURE,C,24000,13.49,1,0.31,N,21,46-55,high-middle,very large,0.3116883116883117,0.001,0.0005620833333333334
4781,25,62400,RENT,5.0,VENTURE,A,5000,7.51,0,0.08,N,2,20-25,middle,small,0.08012820512820513,0.001,0.0015019999999999999
13246,22,48000,RENT,1.0,MEDICAL,C,1600,14.26,0,0.03,N,4,20-25,low-middle,small,0.03333333333333333,0.000625,0.0089125
854,22,24000,OWN,3.0,EDUCATION,B,2500,10.59,0,0.1,N,2,20-25,low,small,0.10416666666666667,0.0012,0.004236
8209,23,61498,MORTGAGE,5.0,PERSONAL,B,5000,11.36,0,0.08,N,2,20-25,middle,small,0.08130345702299262,0.001,0.0022719999999999997
2713,23,35500,MORTGAGE,0.0,MEDICAL,C,3000,11.28,0,0.08,Y,3,20-25,low-middle,small,0.08450704225352113,0.0,0.00376
20966,33,66000,MORTGAGE,2.0,PERSONAL,D,20000,12.61,0,0.3,Y,5,26-35,middle,very large,0.30303030303030304,0.0001,0.0006305
27526,49,75000,MORTGAGE,21.0,DEBTCONSOLIDATION,D,15600,17.27,1,0.21,N,11,46-55,middle,very large,0.208,0.001346153846153846,0.001107051282051282
9884,24,54480,RENT,8.0,HOMEIMPROVEMENT,B,10000,11.89,0,0.18,N,3,20-25,middle,medium,0.18355359765051396,0.0008,0.001189
18459,27,45200,RENT,11.0,EDUCATION,D,5000,16.0,1,0.11,N,10,26-35,low-middle,small,0.11061946902654868,0.0022,0.0032
28408,64,105000,RENT,8.0,HOMEIMPROVEMENT,E,20000,18.64,0,0.19,N,30,56-65,high,very large,0.19047619047619047,0.0004,0.000932
22952,35,96000,MORTGAGE,5.0,MEDICAL,A,14000,7.49,0,0.15,N,10,26-35,high-middle,large,0.14583333333333334,0.00035714285714285714,0.000535
3113,23,60000,RENT,4.0,VENTURE,A,3600,7.9,0,0.06,N,2,20-25,middle,small,0.06,0.0011111111111111111,0.0021944444444444446
9272,24,33600,RENT,1.0,DEBTCONSOLIDATION,B,10000,9.88,1,0.3,N,4,20-25,low-middle,medium,0.2976190476190476,0.0001,0.0009880000000000002
18068,27,96000,RENT,3.0,HOMEIMPROVEMENT,A,10000,7.88,0,0.1,N,10,26-35,high-middle,medium,0.10416666666666667,0.0003,0.000788
22407,28,42000,RENT,4.0,MEDICAL,B,3000,10.25,0,0.07,N,10,26-35,low-middle,small,0.07142857142857142,0.0013333333333333333,0.003416666666666667
17454,28,45996,RENT,0.0,MEDICAL,D,11000,14.74,1,0.24,Y,7,26-35,low-middle,large,0.23915123054178625,0.0,0.00134
4566,22,60000,RENT,3.0,MEDICAL,A,8800,8.9,0,0.15,N,3,20-25,middle,medium,0.14666666666666667,0.00034090909090909094,0.0010113636363636364
24758,35,85000,MORTGAGE,0.0,DEBTCONSOLIDATION,B,20000,12.21,0,0.24,N,9,26-35,high-middle,very large,0.23529411764705882,0.0,0.0006105
5449,23,48235,MORTGAGE,5.0,VENTURE,B,20000,12.18,0,0.41,N,2,20-25,low-middle,very large,0.4146366746138696,0.00025,0.000609
12778,24,109000,MORTGAGE,9.0,VENTURE,B,15250,11.14,0,0.14,N,4,20-25,high,very large,0.13990825688073394,0.0005901639344262295,0.0007304918032786886
15411,26,48000,RENT,1.0,EDUCATION,E,15000,18.64,1,0.31,N,3,20-25,low-middle,large,0.3125,6.666666666666667e-05,0.0012426666666666667
19253,31,59500,RENT,1.0,MEDICAL,B,6000,11.71,1,0.09,N,6,26-35,middle,medium,0.10084033613445378,0.00016666666666666666,0.0019516666666666669
16766,28,40000,RENT,2.0,PERSONAL,B,14000,11.89,1,0.35,N,5,26-35,low-middle,large,0.35,0.00014285714285714287,0.0008492857142857143
24374,28,165000,MORTGAGE,5.0,DEBTCONSOLIDATION,B,12400,11.26,0,0.08,N,8,26-35,high,large,0.07515151515151515,0.0004032258064516129,0.0009080645161290323
16478,31,26000,MORTGAGE,1.0,HOMEIMPROVEMENT,C,2400,14.27,0,0.09,N,9,26-35,low-middle,small,0.09230769230769231,0.0004166666666666667,0.005945833333333333
20996,32,22000,RENT,9.0,MEDICAL,E,10000,18.39,1,0.45,Y,6,26-35,low,medium,0.45454545454545453,0.0009,0.0018390000000000001
6834,24,34000,RENT,0.0,EDUCATION,E,7000,17.04,1,0.21,N,2,20-25,low-middle,medium,0.20588235294117646,0.0,0.0024342857142857144
12233,24,86000,MORTGAGE,0.0,PERSONAL,B,20000,10.99,1,0.23,N,4,20-25,high-middle,very large,0.23255813953488372,0.0,0.0005495
14573,25,154000,MORTGAGE,4.0,PERSONAL,A,12225,7.49,0,0.08,N,4,20-25,high,large,0.07938311688311689,0.00032719836400817994,0.000612678936605317
5964,24,50000,MORTGAGE,4.0,HOMEIMPROVEMENT,A,6000,9.63,0,0.12,N,3,20-25,low-middle,medium,0.12,0.0006666666666666666,0.001605
14731,25,28128,RENT,2.0,VENTURE,D,7500,15.33,1,0.27,N,3,20-25,low-middle,medium,0.2666382252559727,0.0002666666666666667,0.002044
9214,22,30000,RENT,1.0,MEDICAL,A,10000,9.63,1,0.33,N,4,20-25,low-middle,medium,0.3333333333333333,0.0001,0.0009630000000000001
16010,27,160000,MORTGAGE,11.0,HOMEIMPROVEMENT,A,16000,8.49,0,0.1,N,5,26-35,high,very large,0.1,0.0006875,0.0005306250000000001
9551,24,45000,RENT,1.0,EDUCATION,A,10000,6.54,0,0.22,N,3,20-25,low-middle,medium,0.2222222222222222,0.0001,0.000654
15327,22,55000,RENT,3.0,PERSONAL,D,15000,14.61,0,0.27,Y,4,20-25,middle,large,0.2727272727272727,0.0002,0.0009739999999999999
23799,32,36000,RENT,5.0,DEBTCONSOLIDATION,D,1600,14.09,1,0.04,Y,9,26-35,low-middle,small,0.044444444444444446,0.003125,0.00880625
25472,28,30000,MORTGAGE,8.0,DEBTCONSOLIDATION,A,3000,7.29,0,0.1,N,7,26-35,low-middle,small,0.1,0.0026666666666666666,0.00243
23772,29,120000,MORTGAGE,1.0,VENTURE,B,23000,11.49,0,0.19,N,5,26-35,high,very large,0.19166666666666668,4.347826086956522e-05,0.0004995652173913044
9165,24,29000,RENT,1.0,VENTURE,B,10000,10.74,1,0.34,N,2,20-25,low-middle,medium,0.3448275862068966,0.0001,0.001074
176,24,56100,RENT,7.0,MEDICAL,D,25000,16.49,1,0.38,N,4,20-25,middle,very large,0.44563279857397503,0.00028,0.0006596
19949,33,44000,RENT,1.0,EDUCATION,D,7500,12.92,1,0.17,Y,6,26-35,low-middle,medium,0.17045454545454544,0.00013333333333333334,0.0017226666666666666
16634,28,29000,OWN,1.0,VENTURE,C,6250,12.87,0,0.22,Y,9,26-35,low-middle,medium,0.21551724137931033,0.00016,0.0020591999999999997
17280,34,53500,RENT,0.0,EDUCATION,A,3200,6.76,0,0.06,N,5,26-35,middle,small,0.059813084112149535,0.0,0.0021125
20856,35,34000,RENT,1.0,PERSONAL,B,9250,10.59,1,0.27,N,10,26-35,low-middle,medium,0.27205882352941174,0.00010810810810810811,0.0011448648648648648
23613,28,115000,MORTGAGE,12.0,DEBTCONSOLIDATION,B,18000,10.37,0,0.16,N,7,26-35,high,very large,0.1565217391304348,0.0006666666666666666,0.0005761111111111111
17811,27,58000,RENT,2.0,EDUCATION,B,4000,9.67,0,0.07,N,9,26-35,middle,small,0.06896551724137931,0.0005,0.0024175
5175,22,33000,RENT,0.0,MEDICAL,C,5600,13.23,1,0.17,Y,4,20-25,low-middle,medium,0.1696969696969697,0.0,0.0023625
23390,32,107004,MORTGAGE,6.0,VENTURE,B,4200,11.71,0,0.04,N,8,26-35,high,small,0.0392508691263878,0.0014285714285714286,0.0027880952380952384
79,24,83000,RENT,5.0,PERSONAL,C,27000,13.49,1,0.33,Y,2,20-25,high-middle,very large,0.3253012048192771,0.00018518518518518518,0.0004996296296296296
11737,21,15600,RENT,5.0,VENTURE,F,2700,20.62,1,0.17,N,3,20-25,low,small,0.17307692307692307,0.001851851851851852,0.007637037037037038
14045,21,30000,RENT,5.0,EDUCATION,A,12000,5.79,1,0.4,N,2,20-25,low-middle,large,0.4,0.0004166666666666667,0.0004825
15429,25,29000,RENT,2.0,MEDICAL,C,2500,12.84,1,0.09,Y,4,20-25,low-middle,small,0.08620689655172414,0.0008,0.005136
24937,30,40000,RENT,9.0,MEDICAL,D,9000,16.77,0,0.23,Y,9,26-35,low-middle,medium,0.225,0.001,0.0018633333333333334
4548,26,21312,RENT,0.0,PERSONAL,B,8875,10.59,1,0.42,N,2,20-25,low,medium,0.41643205705705705,0.0,0.0011932394366197183
25838,38,81000,RENT,7.0,DEBTCONSOLIDATION,B,18000,10.59,0,0.22,N,16,36-45,high-middle,very large,0.2222222222222222,0.00038888888888888887,0.0005883333333333333
15612,21,15600,RENT,0.0,MEDICAL,A,2800,7.4,1,0.18,N,4,20-25,low,small,0.1794871794871795,0.0,0.002642857142857143
14403,22,68000,MORTGAGE,6.0,EDUCATION,A,3500,6.39,0,0.05,N,4,20-25,middle,small,0.051470588235294115,0.0017142857142857142,0.0018257142857142855
11157,22,65000,RENT,1.0,EDUCATION,A,12000,8.94,0,0.18,N,4,20-25,middle,large,0.18461538461538463,8.333333333333333e-05,0.000745
685,23,78000,RENT,0.0,HOMEIMPROVEMENT,F,20000,18.25,1,0.26,Y,2,20-25,high-middle,very large,0.2564102564102564,0.0,0.0009125
5494,26,29004,RENT,1.0,PERSONAL,D,6000,14.11,1,0.21,N,4,20-25,low-middle,medium,0.2068680182043856,0.00016666666666666666,0.0023516666666666664
3984,25,41508,MORTGAGE,9.0,EDUCATION,C,1600,13.11,0,0.04,Y,3,20-25,low-middle,small,0.03854678616170377,0.005625,0.00819375
13149,24,91800,MORTGAGE,8.0,MEDICAL,D,5000,15.99,1,0.05,N,2,20-25,high-middle,small,0.054466230936819175,0.0016,0.003198
17952,28,48000,RENT,2.0,VENTURE,B,4600,11.86,0,0.1,N,8,26-35,low-middle,small,0.09583333333333334,0.0004347826086956522,0.0025782608695652173
9621,24,70000,MORTGAGE,2.0,PERSONAL,B,8950,11.89,0,0.13,N,3,20-25,middle,medium,0.12785714285714286,0.000223463687150838,0.001328491620111732
5975,25,50000,MORTGAGE,5.0,PERSONAL,D,7500,13.8,0,0.15,Y,4,20-25,low-middle,medium,0.15,0.0006666666666666666,0.00184
3697,23,52800,RENT,3.0,EDUCATION,A,4500,6.76,0,0.09,N,4,20-25,middle,small,0.08522727272727272,0.0006666666666666666,0.001502222222222222
5047,23,24000,RENT,0.0,PERSONAL,C,5500,13.99,0,0.23,N,4,20-25,low,medium,0.22916666666666666,0.0,0.002543636363636364
16648,32,25000,RENT,3.0,HOMEIMPROVEMENT,C,2000,13.16,1,0.08,Y,8,26-35,low,small,0.08,0.0015,0.00658
18371,31,70000,RENT,0.0,VENTURE,B,9000,10.0,0,0.13,N,5,26-35,middle,medium,0.12857142857142856,0.0,0.0011111111111111111
14836,23,36000,RENT,4.0,MEDICAL,D,6500,17.49,1,0.18,Y,4,20-25,low-middle,medium,0.18055555555555555,0.0006153846153846154,0.0026907692307692305
24578,27,30000,RENT,8.0,PERSONAL,B,11000,9.91,1,0.37,N,6,26-35,low-middle,large,0.36666666666666664,0.0007272727272727272,0.0009009090909090909
23141,31,78000,RENT,1.0,DEBTCONSOLIDATION,A,14000,9.63,0,0.18,N,9,26-35,high-middle,large,0.1794871794871795,7.142857142857143e-05,0.0006878571428571429
23164,30,85332,RENT,3.0,VENTURE,C,14000,14.22,0,0.16,N,7,26-35,high-middle,large,0.16406506351661745,0.00021428571428571427,0.0010157142857142858
25392,33,44000,RENT,3.0,MEDICAL,B,2725,12.18,1,0.06,N,6,26-35,low-middle,small,0.061931818181818185,0.0011009174311926607,0.0044697247706422015
24600,27,116000,MORTGAGE,4.0,PERSONAL,D,25000,13.36,1,0.22,N,6,26-35,high,very large,0.21551724137931033,0.00016,0.0005344
1098,23,48000,RENT,2.0,EDUCATION,B,16000,10.0,1,0.33,N,4,20-25,low-middle,very large,0.3333333333333333,0.000125,0.000625
17347,29,34000,RENT,0.0,VENTURE,B,3500,12.69,0,0.1,N,8,26-35,low-middle,small,0.10294117647058823,0.0,0.0036257142857142855
20356,33,60000,RENT,2.0,PERSONAL,B,8000,12.53,0,0.13,N,6,26-35,middle,medium,0.13333333333333333,0.00025,0.00156625
21221,27,41500,RENT,0.0,MEDICAL,C,10000,11.09,0,0.24,Y,6,26-35,low-middle,medium,0.24096385542168675,0.0,0.001109
14434,21,30000,RENT,5.0,PERSONAL,B,10000,11.99,1,0.33,N,3,20-25,low-middle,medium,0.3333333333333333,0.0005,0.001199
1764,21,35360,RENT,1.0,EDUCATION,A,2200,7.49,0,0.06,N,2,20-25,low-middle,small,0.06221719457013575,0.00045454545454545455,0.003404545454545455
21722,35,75000,OWN,2.0,MEDICAL,B,25000,10.99,0,0.33,N,7,26-35,middle,very large,0.3333333333333333,8e-05,0.0004396
7378,25,74004,RENT,2.0,DEBTCONSOLIDATION,D,7500,12.61,1,0.1,Y,4,20-25,middle,medium,0.10134587319604346,0.0002666666666666667,0.0016813333333333333
20897,33,65000,MORTGAGE,4.0,HOMEIMPROVEMENT,B,16800,9.76,0,0.26,N,6,26-35,middle,very large,0.25846153846153846,0.0002380952380952381,0.0005809523809523809
17154,27,34000,OWN,7.0,EDUCATION,C,8000,12.53,0,0.24,N,10,26-35,low-middle,medium,0.23529411764705882,0.000875,0.00156625
5850,23,54000,RENT,5.0,DEBTCONSOLIDATION,D,6000,15.62,1,0.11,Y,4,20-25,middle,medium,0.1111111111111111,0.0008333333333333334,0.0026033333333333334
10420,22,60350,MORTGAGE,6.0,MEDICAL,D,35000,16.89,1,0.49,N,3,20-25,middle,very large,0.579950289975145,0.00017142857142857143,0.00048257142857142856
14900,22,18996,RENT,3.0,PERSONAL,D,3200,15.28,1,0.17,N,2,20-25,low,small,0.1684565171615077,0.0009375,0.004775
5140,21,18000,RENT,1.0,HOMEIMPROVEMENT,F,5600,18.09,1,0.31,N,4,20-25,low,medium,0.3111111111111111,0.00017857142857142857,0.003230357142857143
21571,34,74004,OWN,6.0,VENTURE,A,7200,6.62,0,0.1,N,7,26-35,middle,medium,0.09729203826820172,0.0008333333333333334,0.0009194444444444444
7913,22,49000,RENT,1.0,EDUCATION,A,8000,6.91,1,0.16,N,2,20-25,low-middle,medium,0.16326530612244897,0.000125,0.00086375
16719,28,50000,RENT,2.0,MEDICAL,D,2000,16.89,1,0.04,N,7,26-35,low-middle,small,0.04,0.001,0.008445000000000001
7998,26,60000,MORTGAGE,3.0,PERSONAL,A,11500,7.88,0,0.19,N,2,20-25,middle,large,0.19166666666666668,0.0002608695652173913,0.0006852173913043478
